Date,Pressure ,Exceed,Outlet,Inlet,Difference,Status
08-04-2008,2449,742,,,,
09-04-2008,2441,740,,,,
10-04-2008,2432,738,,,,
11-04-2008,2424,736,,,,
12-04-2008,2415,733,,,,
13-04-2008,2407,730,,,,
14-04-2008,2398,727,,,,
15-04-2008,2393,724,,,,
16-04-2008,2384,721,,,,
17-04-2008,2376,718,,,,
18-04-2008,2367,715,,,,
19-04-2008,2359,712,,,,
20-04-2008,2351,709,,,,
21-04-2008,2342,706,,,,
22-04-2008,2337,703,,,,
23-04-2008,2331,700,,,,
24-04-2008,2326,697,,,,
25-04-2008,2320,694,,,,
26-04-2008,2312,691,,,,
27-04-2008,2304,688,,,,
28-04-2008,2295,685,,,,
29-04-2008,2287,682,,,,
30-04-2008,2279,679,,,,
01-05-2008,2257,676,,,,
02-05-2008,2219,673,,,,
03-05-2008,2182,670,,,,
04-05-2008,2145,667,,,,
05-05-2008,2111,664,,,,
06-05-2008,2072,661,,,,
07-05-2008,2036,658,,,,
08-05-2008,2000,655,,,,
09-05-2008,1962,652,,,,
10-05-2008,1926,649,,,,
11-05-2008,1908,646,,,,
12-05-2008,1872,643,,,,
13-05-2008,1821,640,,,,
14-05-2008,1769,637,,,,
15-05-2008,1716,634,,,,
16-05-2008,1662,631,,,,
17-05-2008,1608,628,,,,
18-05-2008,1557,625,,,,
19-05-2008,1504,622,,,,
20-05-2008,1452,619,,,,
21-05-2008,1400,616,,,,
22-05-2008,1420,613,,,,
23-05-2008,1377,610,,,,
24-05-2008,1325,607,,,,
25-05-2008,1273,604,,,,
26-05-2008,1221,601,,,,
27-05-2008,1168,598,,,,
28-05-2008,1115,595,,,,
29-05-2008,1063,592,,,,
30-05-2008,1011,589,,,,
31-05-2008,958,586,,,,
01-06-2008,945,583,,,,
02-06-2008,927,580,,,,
03-06-2008,909,577,,,,
04-06-2008,891,574,,,,
05-06-2008,873,571,,,,
06-06-2008,853,568,,,,
07-06-2008,832,565,,,,
08-06-2008,812,562,,,,
09-06-2008,801,559,,,,
10-06-2008,800,556,,,,
11-06-2008,797,553,,,,
12-06-2008,794,550,,,,
13-06-2008,790,547,,,,
14-06-2008,786,544,,,,
15-06-2008,782,541,,,,
16-06-2008,776,538,,,,
17-06-2008,771,535,,,,
18-06-2008,766,532,,,,
19-06-2008,760,529,,,,
20-06-2008,755,526,,,,
21-06-2008,749,523,,,,
22-06-2008,763,525,,,,
23-06-2008,763,525,,,,
24-06-2008,757,523,,,,
25-06-2008,752,520,,,,
26-06-2008,747,518,,,,
27-06-2008,741,517,,,,
28-06-2008,736,516,,,,
29-06-2008,738,516,,,,
30-06-2008,738,515,,,,
01-07-2008,736,514,,,,
02-07-2008,736,513,,,,
03-07-2008,732,512,,,,
04-07-2008,729,511,,,,
05-07-2008,725,510,,,,
06-07-2008,721,508,,,,
07-07-2008,715,507,,,,
08-07-2008,711,506,,,,
09-07-2008,706,504,,,,
10-07-2008,715,503,,,,
11-07-2008,711,502,,,,
12-07-2008,705,500,,,,
13-07-2008,699,498,,,,
14-07-2008,693,495,,,,
15-07-2008,687,492,,,,
16-07-2008,682,489,,,,
17-07-2008,677,486,,,,
18-07-2008,673,471,,,,
19-07-2008,681,458,,,,
20-07-2008,677,445,,,,
21-07-2008,673,432,,,,
22-07-2008,668,419,,,,
23-07-2008,662,406,,,,
24-07-2008,657,393,,,,
25-07-2008,653,380,,,,
26-07-2008,648,367,,,,
27-07-2008,644,354,,,,
28-07-2008,641,341,,,,
29-07-2008,645,328,,,,
30-07-2008,645,315,,,,
31-07-2008,643,302,,,,
01-08-2008,639,289,,,,
02-08-2008,633,276,,,,
03-08-2008,628,263,,,,
04-08-2008,624,250,,,,
05-08-2008,622,237,,,,
06-08-2008,619,224,,,,
07-08-2008,617,211,,,,
08-08-2008,614,198,,,,
09-08-2008,614,185,,,,
10-08-2008,613,183,,,,
11-08-2008,611,181,,,,
12-08-2008,609,179,,,,
13-08-2008,604,178,,,,
14-08-2008,598,177,,,,
15-08-2008,592,176,,,,
16-08-2008,586,175,,,,
17-08-2008,580,174,,,,
18-08-2008,578,173,,,,
19-08-2008,574,172,,,,
20-08-2008,584,174,,,,
21-08-2008,584,182,,,,
22-08-2008,582,191,,,,
23-08-2008,578,193,,,,
24-08-2008,573,197,,,,
25-08-2008,568,197,,,,
26-08-2008,563,197,,,,
27-08-2008,558,197,,,,
28-08-2008,553,197,,,,
29-08-2008,548,197,,,,
30-08-2008,543,197,,,,
31-08-2008,539,197,,,,
01-09-2008,540,184,,,,
02-09-2008,539,172,,,,
03-09-2008,536,161,,,,
04-09-2008,533,148,,,,
05-09-2008,531,135,,,,
06-09-2008,526,122,,,,
07-09-2008,523,114,,,,
08-09-2008,519,106,,,,
09-09-2008,515,99,,,,
10-09-2008,513,92,,,,
11-09-2008,510,85,,,,
12-09-2008,505,81,,,,
13-09-2008,502,79,,,,
14-09-2008,497,78,,,,
15-09-2008,502,77,,,,
16-09-2008,500,76,,,,
17-09-2008,496,76,,,,
18-09-2008,491,76,,,,
19-09-2008,489,75,,,,
20-09-2008,485,75,,,,
21-09-2008,493,75,,,,
22-09-2008,529,75,,,,
23-09-2008,582,75,,,,
24-09-2008,632,75,,,,
25-09-2008,689,90,,,,
26-09-2008,736,95,,,,
27-09-2008,783,95,,,,
28-09-2008,837,95,,,,
29-09-2008,888,95,,,,
30-09-2008,941,97,,,,
01-10-2008,989,97,,,,
02-10-2008,1033,97,,,,
03-10-2008,1074,97,,,,
04-10-2008,1122,99,,,,
05-10-2008,1177,99,,,,
06-10-2008,1215,99,,,,
07-10-2008,1257,99,,,,
08-10-2008,1292,99,,,,
09-10-2008,1323,99,,,,
10-10-2008,1348,98,,,,
11-10-2008,1381,98,,,,
12-10-2008,1416,98,,,,
13-10-2008,1462,111,,,,
14-10-2008,1508,120,,,,
15-10-2008,1550,121,,,,
16-10-2008,1595,121,,,,
17-10-2008,1633,122,,,,
18-10-2008,1687,124,,,,
19-10-2008,1739,125,,,,
20-10-2008,1810,132,,,,
21-10-2008,1908,180,,,,
22-10-2008,1960,210,,,,
23-10-2008,2018,257,,,,
24-10-2008,2039,279,,,,
25-10-2008,2077,310,,,,
26-10-2008,2090,320,,,,
27-10-2008,2093,324,,,,
28-10-2008,2093,325,,,,
29-10-2008,2095,325,,,,
30-10-2008,2090,325,,,,
31-10-2008,2090,325,,,,
01-11-2008,2100,325,,,,
02-11-2008,2108,325,,,,
03-11-2008,2113,325,,,,
04-11-2008,2116,325,,,,
05-11-2008,2119,325,,,,
06-11-2008,2121,325,,,,
07-11-2008,2119,325,,,,
08-11-2008,2113,325,,,,
09-11-2008,2108,325,,,,
10-11-2008,2124,325,,,,
11-11-2008,2134,325,,,,
12-11-2008,2129,325,,,,
13-11-2008,2124,324,,,,
14-11-2008,2119,324,,,,
15-11-2008,2111,324,,,,
16-11-2008,2137,331,,,,
17-11-2008,2127,333,,,,
18-11-2008,2116,335,,,,
19-11-2008,2095,335,,,,
20-11-2008,2082,335,,,,
21-11-2008,2085,335,,,,
22-11-2008,2116,345,,,,
23-11-2008,2142,360,,,,
24-11-2008,2155,372,,,,
25-11-2008,2163,389,,,,
26-11-2008,2214,398,,,,
27-11-2008,2373,456,,,,
28-11-2008,2898,609,,,,
29-11-2008,2829,765,,,,
30-11-2008,2982,871,,,,
01-12-2008,3018,881,,,,
02-12-2008,3051,881,,,,
03-12-2008,3093,881,,,,
04-12-2008,3231,881,,,,
05-12-2008,3231,881,,,,
06-12-2008,3231,881,,,,
07-12-2008,3231,881,,,,
08-12-2008,3231,881,,,,
09-12-2008,3231,881,,,,
10-12-2008,3231,881,,,,
11-12-2008,3231,881,,,,
12-12-2008,3231,881,,,,
13-12-2008,3231,881,,,,
14-12-2008,3231,881,,,,
15-12-2008,3231,881,,,,
16-12-2008,3231,881,,,,
17-12-2008,3231,881,,,,
18-12-2008,3231,881,,,,
19-12-2008,3231,881,,,,
20-12-2008,3231,881,,,,
21-12-2008,3231,881,,,,
22-12-2008,3231,881,,,,
23-12-2008,3213,881,,,,
24-12-2008,3186,881,,,,
25-12-2008,3159,881,,,,
26-12-2008,3134,881,,,,
27-12-2008,3121,881,,,,
28-12-2008,3108,881,,,,
29-12-2008,3098,880,,,,
30-12-2008,3087,878,,,,
31-12-2008,3073,875,,,,
01-01-2009,3058,872,,,,
02-01-2009,3045,869,,,,
03-01-2009,3031,867,,,,
04-01-2009,3022,862,,,,
05-01-2009,3012,858,,,,
06-01-2009,2999,854,,,,
07-01-2009,2989,850,,,,
08-01-2009,2982,847,,,,
09-01-2009,2979,844,,,,
10-01-2009,2976,841,,,,
11-01-2009,2973,838,,,,
12-01-2009,2963,835,,,,
13-01-2009,2953,832,,,,
14-01-2009,2944,829,,,,
15-01-2009,2934,826,,,,
16-01-2009,2921,824,,,,
17-01-2009,2921,821,,,,
18-01-2009,2924,818,,,,
19-01-2009,2924,815,,,,
20-01-2009,2921,812,,,,
21-01-2009,2918,809,,,,
22-01-2009,2921,806,,,,
23-01-2009,2924,803,,,,
24-01-2009,2931,801,,,,
25-01-2009,2934,798,,,,
26-01-2009,2934,795,,,,
27-01-2009,2944,792,,,,
28-01-2009,2960,789,,,,
29-01-2009,2973,786,,,,
30-01-2009,2992,783,,,,
31-01-2009,3015,780,,,,
01-02-2009,3025,778,,,,
02-02-2009,3038,776,,,,
03-02-2009,3025,774,,,,
04-02-2009,3022,772,,,,
05-02-2009,3015,769,,,,
06-02-2009,3002,767,,,,
07-02-2009,2986,765,,,,
08-02-2009,2963,763,,,,
09-02-2009,2950,761,,,,
10-02-2009,2918,759,,,,
11-02-2009,2902,757,,,,
12-02-2009,2886,755,,,,
13-02-2009,2867,753,,,,
14-02-2009,2854,750,,,,
15-02-2009,2839,747,,,,
16-02-2009,2823,744,,,,
17-02-2009,2804,741,,,,
18-02-2009,2792,738,,,,
19-02-2009,2782,735,,,,
20-02-2009,2770,732,,,,
21-02-2009,2761,729,,,,
22-02-2009,2761,726,,,,
23-02-2009,2761,723,,,,
24-02-2009,2767,720,,,,
25-02-2009,2770,717,,,,
26-02-2009,2776,714,,,,
27-02-2009,2786,711,,,,
28-02-2009,2795,708,,,,
01-03-2009,2798,705,,,,
02-03-2009,2795,702,,,,
03-03-2009,2789,699,,,,
04-03-2009,2798,696,,,,
05-03-2009,2807,693,,,,
06-03-2009,2817,690,,,,
07-03-2009,2823,687,,,,
08-03-2009,2839,684,,,,
09-03-2009,2839,681,,,,
10-03-2009,2842,678,,,,
11-03-2009,2854,672,,,,
12-03-2009,2861,669,,,,
13-03-2009,2870,666,,,,
14-03-2009,2877,663,,,,
15-03-2009,2883,660,,,,
16-03-2009,2883,657,,,,
17-03-2009,2886,654,,,,
18-03-2009,2889,651,,,,
19-03-2009,2892,648,,,,
20-03-2009,2896,646,,,,
21-03-2009,2899,644,,,,
22-03-2009,2902,642,,,,
23-03-2009,2905,640,,,,
24-03-2009,2902,638,,,,
25-03-2009,2902,637,,,,
26-03-2009,2902,635,,,,
27-03-2009,2912,634,,,,
28-03-2009,2915,632,,,,
29-03-2009,2912,630,,,,
30-03-2009,2905,628,,,,
31-03-2009,2899,627,,,,
01-04-2009,2886,625,,,,
02-04-2009,2858,623,,,,
03-04-2009,2810,621,,,,
04-04-2009,2764,619,,,,
05-04-2009,2724,617,,,,
06-04-2009,2690,614,,,,
07-04-2009,2666,611,,,,
08-04-2009,2639,608,,,,
09-04-2009,2612,605,,,,
10-04-2009,2586,602,,,,
11-04-2009,2559,599,,,,
12-04-2009,2536,596,,,,
13-04-2009,2510,593,,,,
14-04-2009,2484,590,,,,
15-04-2009,2458,587,,,,
16-04-2009,2432,584,,,,
17-04-2009,2404,581,,,,
18-04-2009,2396,578,,,,
19-04-2009,2390,575,,,,
20-04-2009,2384,572,,,,
21-04-2009,2379,569,,,,
22-04-2009,2373,566,,,,
23-04-2009,2367,563,,,,
24-04-2009,2359,560,,,,
25-04-2009,2351,557,,,,
26-04-2009,2342,554,,,,
27-04-2009,2331,551,,,,
28-04-2009,2320,548,,,,
29-04-2009,2309,545,,,,
30-04-2009,2298,542,,,,
01-05-2009,2287,539,,,,
02-05-2009,2276,536,,,,
03-05-2009,2265,533,,,,
04-05-2009,2255,530,,,,
05-05-2009,2244,527,,,,
06-05-2009,2233,524,,,,
07-05-2009,2222,514,,,,
08-05-2009,2211,499,,,,
09-05-2009,2201,484,,,,
10-05-2009,2190,469,,,,
11-05-2009,2179,454,,,,
12-05-2009,2171,439,,,,
13-05-2009,2163,424,,,,
14-05-2009,2155,409,,,,
15-05-2009,2145,394,,,,
16-05-2009,2134,387,,,,
17-05-2009,2126,371,,,,
18-05-2009,2116,356,,,,
19-05-2009,2108,342,,,,
20-05-2009,2100,329,,,,
21-05-2009,2090,315,,,,
22-05-2009,2085,302,,,,
23-05-2009,2077,289,,,,
24-05-2009,2069,276,,,,
25-05-2009,2062,263,,,,
26-05-2009,2051,250,,,,
27-05-2009,2041,237,,,,
28-05-2009,2033,224,,,,
29-05-2009,2025,211,,,,
30-05-2009,2016,198,,,,
31-05-2009,2006,185,,,,
01-06-2009,2000,172,,,,
02-06-2009,1993,159,,,,
03-06-2009,1985,146,,,,
04-06-2009,1978,133,,,,
05-06-2009,1973,120,,,,
06-06-2009,1965,107,,,,
07-06-2009,1955,96,,,,
08-06-2009,1945,91,,,,
09-06-2009,1938,88,,,,
10-06-2009,1928,86,,,,
11-06-2009,1918,84,,,,
12-06-2009,1911,83,,,,
13-06-2009,1901,82,,,,
14-06-2009,1894,81,,,,
15-06-2009,1894,81,,,,
16-06-2009,1879,79,,,,
17-06-2009,1872,79,,,,
18-06-2009,1867,79,,,,
19-06-2009,1860,79,,,,
20-06-2009,1853,78,,,,
21-06-2009,1845,80,,,,
22-06-2009,1819,83,,,,
23-06-2009,1793,85,,,,
24-06-2009,1765,85,,,,
25-06-2009,1737,85,,,,
26-06-2009,1709,85,,,,
27-06-2009,1682,84,,,,
28-06-2009,1653,84,,,,
29-06-2009,1624,84,,,,
30-06-2009,1595,84,,,,
01-07-2009,1567,83,,,,
02-07-2009,1540,83,,,,
03-07-2009,1512,83,,,,
04-07-2009,1483,83,,,,
05-07-2009,1456,84,,,,
06-07-2009,1428,84,,,,
07-07-2009,1398,84,,,,
08-07-2009,1369,84,,,,
09-07-2009,1342,84,,,,
10-07-2009,1314,84,,,,
11-07-2009,1286,84,,,,
12-07-2009,1257,84,,,,
13-07-2009,1227,84,,,,
14-07-2009,1197,84,,,,
15-07-2009,1167,85,,,,
16-07-2009,1135,86,,,,
17-07-2009,1104,87,,,,
18-07-2009,1074,88,,,,
19-07-2009,1042,89,,,,
20-07-2009,1013,90,,,,
21-07-2009,983,91,,,,
22-07-2009,954,92,,,,
23-07-2009,925,93,,,,
24-07-2009,895,94,,,,
25-07-2009,865,95,,,,
26-07-2009,836,96,,,,
27-07-2009,807,97,,,,
28-07-2009,778,98,,,,
29-07-2009,755,99,,,,
30-07-2009,726,100,,,,
31-07-2009,722,102,,,,
01-08-2009,695,104,,,,
02-08-2009,668,106,,,,
03-08-2009,641,108,,,,
04-08-2009,613,109,,,,
05-08-2009,586,111,,,,
06-08-2009,558,112,,,,
07-08-2009,529,113,,,,
08-08-2009,500,114,,,,
09-08-2009,471,115,,,,
10-08-2009,443,115,,,,
11-08-2009,416,117,,,,
12-08-2009,389,118,,,,
13-08-2009,362,119,,,,
14-08-2009,338,120,,,,
15-08-2009,400,123,,,,
16-08-2009,373,132,,,,
17-08-2009,348,155,,,,
18-08-2009,325,158,,,,
19-08-2009,303,161,,,,
20-08-2009,281,163,,,,
21-08-2009,262,165,,,,
22-08-2009,244,166,,,,
23-08-2009,229,166,,,,
24-08-2009,214,166,,,,
25-08-2009,205,166,,,,
26-08-2009,193,166,,,,
27-08-2009,187,166,,,,
28-08-2009,180,166,,,,
29-08-2009,177,166,,,,
30-08-2009,175,166,,,,
31-08-2009,177,166,,,,
01-09-2009,180,167,,,,
02-09-2009,173,167,,,,
03-09-2009,171,167,,,,
04-09-2009,168,167,,,,
05-09-2009,165,167,,,,
06-09-2009,161,167,,,,
07-09-2009,157,167,,,,
08-09-2009,153,167,,,,
09-09-2009,149,167,,,,
10-09-2009,145,167,,,,
11-09-2009,141,167,,,,
12-09-2009,137,167,,,,
13-09-2009,133,167,,,,
14-09-2009,131,167,,,,
15-09-2009,129,167,,,,
16-09-2009,127,167,,,,
17-09-2009,125,168,,,,
18-09-2009,123,168,,,,
19-09-2009,122,168,,,,
20-09-2009,150,169,,,,
21-09-2009,194,170,,,,
22-09-2009,243,171,,,,
23-09-2009,294,171,,,,
24-09-2009,345,173,,,,
25-09-2009,393,173,,,,
26-09-2009,437,180,,,,
27-09-2009,478,181,,,,
28-09-2009,519,185,,,,
29-09-2009,551,186,,,,
30-09-2009,574,188,,,,
01-10-2009,605,188,,,,
02-10-2009,645,188,,,,
03-10-2009,687,188,,,,
04-10-2009,728,188,,,,
05-10-2009,764,188,,,,
06-10-2009,797,188,,,,
07-10-2009,828,188,,,,
08-10-2009,858,188,,,,
09-10-2009,889,188,,,,
10-10-2009,934,188,,,,
11-10-2009,973,188,,,,
12-10-2009,1007,188,,,,
13-10-2009,1036,188,,,,
14-10-2009,1064,188,,,,
15-10-2009,1095,188,,,,
16-10-2009,1127,188,,,,
17-10-2009,1157,188,,,,
18-10-2009,1172,188,,,,
19-10-2009,1187,188,,,,
20-10-2009,1209,188,,,,
21-10-2009,1239,188,,,,
22-10-2009,1250,188,,,,
23-10-2009,1261,188,,,,
24-10-2009,1279,188,,,,
25-10-2009,1279,188,,,,
26-10-2009,1273,188,,,,
27-10-2009,1261,189,,,,
28-10-2009,1241,191,,,,
29-10-2009,1220,197,,,,
30-10-2009,1206,203,,,,
31-10-2009,1189,206,,,,
01-11-2009,1175,208,,,,
02-11-2009,1165,210,,,,
03-11-2009,1153,214,,,,
04-11-2009,1162,215,,,,
05-11-2009,1170,232,,,,
06-11-2009,1178,238,,,,
07-11-2009,1229,257,,,,
08-11-2009,1286,303,,,,
09-11-2009,1392,360,,,,
10-11-2009,1473,406,,,,
11-11-2009,1525,438,,,,
12-11-2009,1554,456,,,,
13-11-2009,1563,460,,,,
14-11-2009,1565,479.47,,,,
15-11-2009,1606,507.59,,,,
16-11-2009,1651,534.1,,,,
17-11-2009,1696,552.43,,,,
18-11-2009,1721,559.84,,,,
19-11-2009,1763,568,,,,
20-11-2009,1802,572,,,,
21-11-2009,1845,575.21,,,,
22-11-2009,1882,583,,,,
23-11-2009,1921,592,,,,
24-11-2009,1960,599,,,,
25-11-2009,1998,602,,,,
26-11-2009,2033,605,,,,
27-11-2009,2069,606,,,,
28-11-2009,2111,607,,,,
29-11-2009,2158,607,,,,
30-11-2009,2206,607,,,,
01-12-2009,2255,607,,,,
02-12-2009,2301,609,,,,
03-12-2009,2348,616,,,,
04-12-2009,2401,618,,,,
05-12-2009,2444,618,,,,
06-12-2009,2484,618,,,,
07-12-2009,2524,618,,,,
08-12-2009,2565,618,,,,
09-12-2009,2606,618,,,,
10-12-2009,2645,618,,,,
11-12-2009,2684,618,,,,
12-12-2009,2721,618,,,,
13-12-2009,2761,619,,,,
14-12-2009,2801,619,,,,
15-12-2009,2826,619.33,,,,
16-12-2009,2940,644,,,,
17-12-2009,2931,665,,,,
18-12-2009,2877,686,,,,
19-12-2009,2823,696,,,,
20-12-2009,2761,701,,,,
21-12-2009,2721,706,,,,
22-12-2009,2666,709,,,,
23-12-2009,2603,710,,,,
24-12-2009,2565,712,,,,
25-12-2009,2536,714,,,,
26-12-2009,2498,716,,,,
27-12-2009,2464,717,,,,
28-12-2009,2432,717,,,,
29-12-2009,2396,717,,,,
30-12-2009,2359,717,,,,
31-12-2009,2320,716,,,,
01-01-2010,2293,715,,,,
02-01-2010,2252,713,,,,
03-01-2010,2214,711,,,,
04-01-2010,2182,709,,,,
05-01-2010,2150,707,,,,
06-01-2010,2116,705,,,,
07-01-2010,2082,703,,,,
08-01-2010,2056,701,,,,
09-01-2010,2031,699,,,,
10-01-2010,2006,698,,,,
11-01-2010,1980,697,,,,
12-01-2010,1955,695,,,,
13-01-2010,1931,695,,,,
14-01-2010,1908,695,,,,
15-01-2010,1884,695,,,,
16-01-2010,1865,695,,,,
17-01-2010,1860,695,,,,
18-01-2010,1855,695,,,,
19-01-2010,1848,695,,,,
20-01-2010,1821,695,,,,
21-01-2010,1788,695,,,,
22-01-2010,1763,695,,,,
23-01-2010,1737,694,,,,
24-01-2010,1709,693,,,,
25-01-2010,1682,692,,,,
26-01-2010,1655,690,,,,
27-01-2010,1626,689,,,,
28-01-2010,1598,688,,,,
29-01-2010,1572,687,,,,
30-01-2010,1546,687,,,,
31-01-2010,1520,686,,,,
01-02-2010,1493,686,,,,
02-02-2010,1467,686,,,,
03-02-2010,1446,686,,,,
04-02-2010,1430,685,,,,
05-02-2010,1422,685,,,,
06-02-2010,1414,684,,,,
07-02-2010,1406,684,,,,
08-02-2010,1410,684,,,,
09-02-2010,1416,682,,,,
10-02-2010,1422,682,,,,
11-02-2010,1430,681,,,,
12-02-2010,1436,680,,,,
13-02-2010,1446,679,,,,
14-02-2010,1460,678,,,,
15-02-2010,1475,676,,,,
16-02-2010,1487,674,,,,
17-02-2010,1502,672,,,,
18-02-2010,1518,669,,,,
19-02-2010,1535,668,,,,
20-02-2010,1559,666,,,,
21-02-2010,1587,664,,,,
22-02-2010,1613,661,,,,
23-02-2010,1635,660,,,,
24-02-2010,1660,658,,,,
25-02-2010,1682,656,,,,
26-02-2010,1700,655,,,,
27-02-2010,1719,653,,,,
28-02-2010,1739,652,,,,
01-03-2010,1758,651,,,,
02-03-2010,1772,650,,,,
03-03-2010,1781,648,,,,
04-03-2010,1788,647,,,,
05-03-2010,1802,645,,,,
06-03-2010,1817,644,,,,
07-03-2010,1833,641,,,,
08-03-2010,1853,640,,,,
09-03-2010,1872,625,,,,
10-03-2010,1889,608,,,,
11-03-2010,1899,590,,,,
12-03-2010,1913,573,,,,
13-03-2010,1926,555,,,,
14-03-2010,1936,534,,,,
15-03-2010,1945,511,,,,
16-03-2010,1953,488,,,,
17-03-2010,1963,466,,,,
18-03-2010,1968,443,,,,
19-03-2010,1975,420,,,,
20-03-2010,1980,398,,,,
21-03-2010,1983,377,,,,
22-03-2010,1988,358,,,,
23-03-2010,1990,341,,,,
24-03-2010,2000,324,,,,
25-03-2010,2011,305,,,,
26-03-2010,2026,289,,,,
27-03-2010,2041,276,,,,
28-03-2010,2054,263,,,,
29-03-2010,2059,250,,,,
30-03-2010,2059,238,,,,
31-03-2010,2059,226,,,,
01-04-2010,2054,214,,,,
02-04-2010,2046,202,,,,
03-04-2010,2028,191,,,,
04-04-2010,2000,179,,,,
05-04-2010,1968,169,,,,
06-04-2010,1938,161,,,,
07-04-2010,1908,153,,,,
08-04-2010,1874,146,,,,
09-04-2010,1843,141,,,,
10-04-2010,1812,136,,,,
11-04-2010,1795,131,,,,
12-04-2010,1763,126,,,,
13-04-2010,1730,122,,,,
14-04-2010,1698,117,,,,
15-04-2010,1666,112,,,,
16-04-2010,1635,109,,,,
17-04-2010,1606,105,,,,
18-04-2010,1578,103,,,,
19-04-2010,1548,100,,,,
20-04-2010,1518,98,,,,
21-04-2010,1491,95,,,,
22-04-2010,1462,93,,,,
23-04-2010,1432,92,,,,
24-04-2010,1404,90,,,,
25-04-2010,1394,89,,,,
26-04-2010,1389,87,,,,
27-04-2010,1383,87,,,,
28-04-2010,1375,86,,,,
29-04-2010,1369,85,,,,
30-04-2010,1363,84,,,,
01-05-2010,1356,84,,,,
02-05-2010,1350,83,,,,
03-05-2010,1342,82,,,,
04-05-2010,1336,81,,,,
05-05-2010,1331,80,,,,
06-05-2010,1323,80,,,,
07-05-2010,1318,78,,,,
08-05-2010,1310,78,,,,
09-05-2010,1305,77,,,,
10-05-2010,1297,76,,,,
11-05-2010,1292,75,,,,
12-05-2010,1284,75,,,,
13-05-2010,1279,74,,,,
14-05-2010,1273,73,,,,
15-05-2010,1266,72,,,,
16-05-2010,1261,72,,,,
17-05-2010,1253,72,,,,
18-05-2010,1246,72,,,,
19-05-2010,1241,73,,,,
20-05-2010,1262,96,,,,
21-05-2010,1257,98,,,,
22-05-2010,1252,98,,,,
23-05-2010,1246,98,,,,
24-05-2010,1241,98,,,,
25-05-2010,1236,98,,,,
26-05-2010,1229,98,,,,
27-05-2010,1223,98,,,,
28-05-2010,1218,98,,,,
29-05-2010,1213,98,,,,
30-05-2010,1206,98,,,,
31-05-2010,1201,98,,,,
01-06-2010,1195,98,,,,
02-06-2010,1190,98,,,,
03-06-2010,1183,98,,,,
04-06-2010,1177,98,,,,
05-06-2010,1170,97,,,,
06-06-2010,1163,97,,,,
07-06-2010,1157,97,,,,
08-06-2010,1150,97,,,,
09-06-2010,1143,97,,,,
10-06-2010,1147,97,,,,
11-06-2010,1142,97,,,,
12-06-2010,1137,97,,,,
13-06-2010,1132,97,,,,
14-06-2010,1127,97,,,,
15-06-2010,1122,97,,,,
16-06-2010,1117,97,,,,
17-06-2010,1112,97,,,,
18-06-2010,1107,97,,,,
19-06-2010,1101,97,,,,
20-06-2010,1096,97,,,,
21-06-2010,1092,97,,,,
22-06-2010,1087,97,,,,
23-06-2010,1082,97,,,,
24-06-2010,1077,97,,,,
25-06-2010,1073,97,,,,
26-06-2010,1068,97,,,,
27-06-2010,1064,97,,,,
28-06-2010,1064,100,,,,
29-06-2010,1059,100,,,,
30-06-2010,1054,100,,,,
01-07-2010,1050,100,,,,
02-07-2010,1045,100,,,,
03-07-2010,1041,100,,,,
04-07-2010,1036,100,,,,
05-07-2010,1032,100,,,,
06-07-2010,1032,100,,,,
07-07-2010,1036,100,,,,
08-07-2010,1032,99,,,,
09-07-2010,1027,99,,,,
10-07-2010,1029,99,,,,
11-07-2010,1024,99,,,,
12-07-2010,1020,99,,,,
13-07-2010,1026,99,,,,
14-07-2010,1021,99,,,,
15-07-2010,1017,99,,,,
16-07-2010,1013,99,,,,
17-07-2010,1036,101,,,,
18-07-2010,1064,110,,,,
19-07-2010,1071,115,,,,
20-07-2010,1076,120,,,,
21-07-2010,1093,130,,,,
22-07-2010,1095,138,,,,
23-07-2010,1090,140,,,,
24-07-2010,1085,140,,,,
25-07-2010,1082,140,,,,
26-07-2010,1077,140,,,,
27-07-2010,1073,140,,,,
28-07-2010,1079,140,,,,
29-07-2010,1077,140,,,,
30-07-2010,1095,145,,,,
31-07-2010,1103,150,,,,
01-08-2010,1098,155,,,,
02-08-2010,1093,159,,,,
03-08-2010,1088,163,,,,
04-08-2010,1082,167,,,,
05-08-2010,1077,171,,,,
06-08-2010,1073,171,,,,
07-08-2010,1068,171,,,,
08-08-2010,1064,171,,,,
09-08-2010,1059,171,,,,
10-08-2010,1056,171,,,,
11-08-2010,1051,171,,,,
12-08-2010,1047,171,,,,
13-08-2010,1064,171,,,,
14-08-2010,1074,171,,,,
15-08-2010,1071,171,,,,
16-08-2010,1067,171,,,,
17-08-2010,1062,171,,,,
18-08-2010,1085,174,,,,
19-08-2010,1109,180,,,,
20-08-2010,1109,186,,,,
21-08-2010,1112,192,,,,
22-08-2010,1130,196,,,,
23-08-2010,1153,230,,,,
24-08-2010,1180,247,,,,
25-08-2010,1202,257,,,,
26-08-2010,1225,267,,,,
27-08-2010,1225,270,,,,
28-08-2010,1222,270,,,,
29-08-2010,1218,270,,,,
30-08-2010,1255,270,,,,
31-08-2010,1264,270,,,,
01-09-2010,1264,270,,,,
02-09-2010,1261,270,,,,
03-09-2010,1266,273,,,,
04-09-2010,1262,273,,,,
05-09-2010,1259,273,,,,
06-09-2010,1255,273,,,,
07-09-2010,1252,273,,,,
08-09-2010,1248,273,,,,
09-09-2010,1243,273,,,,
